,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Outlet_Age
4875,1177,12.1,0,0.030102335,3,74.767,1,1987,0,2,1,2220.443,1,26
5092,1177,12.1,0,0.052749199,3,74.967,4,1985,2,0,0,229.701,1,28
5282,1177,12.1,0,0.030250132,3,75.267,3,2009,1,2,2,612.536,1,4
6011,1177,12.1,0,0.030174246,3,76.667,9,1999,1,0,1,1531.34,1,14
6177,1177,12.1,0,0.030188505,3,77.367,7,2002,2,1,1,612.536,1,11
1560,584,19.6,1,0.22417463,13,168.8816,4,1985,2,0,0,167.7816,1,28
1704,584,19.6,1,0.128011859,13,166.8816,6,2004,2,1,1,1845.5976,1,9
3424,584,19.6,1,0.128235131,13,169.2816,9,1999,1,0,1,1174.4712,1,14
4524,584,19.6,1,0.12829573,13,167.2816,7,2002,2,1,1,2013.3792,1,11
5580,584,19.6,1,0.127929521,13,167.4816,1,1987,0,2,1,3691.1952,1,26
6673,584,19.6,1,0.127416049,13,167.4816,5,1985,1,2,3,1006.6896,1,28
3113,995,6.44,0,0.132590283,1,98.17,0,1998,2,2,0,199.74,1,15
3199,995,6.44,0,0.078831762,1,98.97,5,1985,1,2,3,3395.58,1,28
7903,995,6.44,0,0.05285551125,1,99.87,7,2002,2,1,1,1498.05,1,11
8151,995,6.44,0,0.05285551125,1,98.27,8,1997,2,0,1,2396.88,1,16
1183,1073,13.65,1,0.025899245,13,81.1302,1,1987,0,2,1,792.302,1,26
1952,1073,13.65,1,0.025973384,13,79.6302,7,2002,2,1,1,554.6114,1,11
2665,1073,13.65,1,0.025795293,13,80.2302,5,1985,1,2,3,2139.2154,1,28
4870,1073,13.65,1,0.025920816,13,81.2302,8,1997,2,0,1,2059.9852,1,16
6298,1073,13.65,1,0.025961116,13,80.4302,9,1999,1,0,1,316.9208,1,14
7125,1073,13.65,1,0.026067434,13,78.8302,2,2007,2,1,1,713.0718,1,6
7941,1073,13.65,1,0.043386131,13,80.2302,0,1998,2,2,0,79.2302,1,15
1463,45,17.25,0,0.056344163333333336,14,263.591,7,2002,2,1,1,788.9730000000002,0,11
5011,45,17.25,0,0.08480965800000001,14,261.191,2,2007,2,1,1,3155.8920000000007,0,6
5210,45,17.25,0,0.08426245800000001,14,261.591,1,1987,0,2,1,3418.883,0,26
7459,45,17.25,0,0.084316691,14,263.391,6,2004,2,1,1,6311.7840000000015,0,9
7478,45,17.25,0,0.056344163333333336,14,261.291,4,1985,2,0,0,788.9730000000002,0,28
8506,45,17.25,0,0.08467617300000001,14,263.191,3,2009,1,2,2,3944.865,0,4
207,44,16.1,0,0.023625114,14,189.3846,7,2002,2,1,1,3630.6074,0,11
1103,44,16.1,0,0.023673342000000003,14,189.0846,3,2009,1,2,2,5350.3688,0,4
1872,44,16.1,0,0.023577298,14,192.6846,8,1997,2,0,1,2866.269,0,16
1960,44,16.1,0,0.023613955,14,192.8846,9,1999,1,0,1,5350.3688,0,14
5093,44,16.1,0,0.039463564,14,189.9846,0,1998,2,2,0,191.0846,0,15
6606,44,16.1,0,0.023463124,14,190.6846,5,1985,1,2,3,9554.23,0,28
2158,651,16.85,1,0.080015028,13,111.8544,3,2009,1,2,2,1677.816,1,4
5943,651,16.85,1,0.079624087,13,111.6544,1,1987,0,2,1,2125.2336,1,26
6232,651,16.85,1,0.06469372585714285,13,110.0544,9,1999,1,0,1,2572.6512,1,14
6379,651,16.85,1,0.080141165,13,111.4544,2,2007,2,1,1,2013.3792,1,6
6462,651,16.849999999999998,1,0.06469372585714285,13,112.2544,5,1985,1,2,3,3914.9040000000014,1,28
6882,651,16.85,1,0.13338539800000002,13,109.8544,0,1998,2,2,0,223.7088,1,15
7128,651,16.85,1,0.07969040299999999,13,113.4544,8,1997,2,0,1,2908.2144,1,16
3,1121,19.2,1,0.015273673333333335,6,182.095,0,1998,2,2,0,732.38,1,15
1491,1121,19.2,1,0.022914478,6,181.195,6,2004,2,1,1,2380.235,1,9
2459,1121,19.2,1,0.022965292,6,181.695,7,2002,2,1,1,2563.33,1,11
3089,1121,19.2,1,0.015273673333333335,6,184.595,3,2009,1,2,2,3844.995,1,4
5906,1121,19.2,1,0.022954444,6,184.495,9,1999,1,0,1,4028.09,1,14
7735,1121,19.2,1,0.022807826,6,183.495,5,1985,1,2,3,4577.375,1,28
359,539,8.985,0,0.182514881,6,98.77,5,1985,1,2,3,2696.49,1,28
1805,539,8.985,0,0.32111501,6,100.77,4,1985,2,0,0,199.74,1,28
2938,539,8.985,0,0.183774965,6,101.77,7,2002,2,1,1,798.96,1,11
4301,539,8.985,0,0.184440421,6,99.67,2,2007,2,1,1,3295.71,1,6
4425,539,8.985,0,0.183688161,6,100.27,9,1999,1,0,1,998.7,1,14
3871,1356,18.6,0,0.118419683,11,58.3588,7,2002,2,1,1,1545.9876,2,11
5055,1356,18.6,0,0.118180011,11,56.2588,8,1997,2,0,1,1030.6584,2,16
5057,1356,18.6,0,0.19780911,11,55.6588,0,1998,2,2,0,114.5176,2,15
5070,1356,18.6,0,0.117607719,11,55.2588,5,1985,1,2,3,2748.4224,2,28
8516,1356,18.6,0,0.118661426,11,58.7588,3,2009,1,2,2,858.882,2,4
460,789,8.325,0,0.029760052,6,38.7138,1,1987,0,2,1,284.2966,1,26
4589,789,8.325,0,0.029640604,6,40.8138,5,1985,1,2,3,1543.3244,1,28
6502,789,8.325,0,0.029953314,6,39.5138,2,2007,2,1,1,568.5932,1,6
6867,789,8.325,0,0.029845243,6,41.6138,7,2002,2,1,1,284.2966,1,11
7618,789,8.325,0,0.029779207,6,39.3138,6,2004,2,1,1,974.7312,1,9
2000,535,8.645,0,0.021581922000000003,3,53.3982,6,2004,2,1,1,1209.7586,1,9
6698,535,8.645,0,0.021629781,3,51.9982,7,2002,2,1,1,999.3658,1,11
7077,535,8.645,0,0.021619564,3,50.6982,9,1999,1,0,1,736.3748,1,14
1319,964,9.0,0,0.143870574,13,169.4816,0,1998,2,2,0,503.3448,1,15
1566,964,9.0,0,0.085938463,13,168.6816,6,2004,2,1,1,1342.2528,1,9
1905,964,9.0,0,0.08630486,13,168.0816,3,2009,1,2,2,2181.1608,1,4
3758,964,9.0,0,0.08553847699999999,13,169.2816,5,1985,1,2,3,3523.4136,1,28
5731,964,9.0,0,0.086440911,13,167.0816,2,2007,2,1,1,1342.2528,1,6
8364,964,9.0,0,0.086088353,13,168.7816,9,1999,1,0,1,3355.632,1,14
509,132,15.199999999999998,0,0.087854925,14,95.9752,4,1985,2,0,0,95.8752,0,28
1147,132,15.2,0,0.050168354000000005,14,95.3752,6,2004,2,1,1,1438.128,0,9
3116,132,15.2,0,0.047647547400000004,14,96.6752,8,1997,2,0,1,479.376,0,16
4949,132,15.199999999999998,0,0.049934854,14,95.0752,5,1985,1,2,3,2588.6304,0,28
8156,132,15.2,0,0.050279604000000006,14,94.1752,7,2002,2,1,1,2109.2544,0,11
770,1067,14.5,0,0.06375030200000001,3,153.4682,5,1985,1,2,3,2287.023,1,28
2181,1067,14.5,0,0.064048405,3,153.4682,6,2004,2,1,1,1677.1502,1,9
2840,1067,14.5,0,0.112161697,3,154.4682,4,1985,2,0,0,152.4682,1,28
3823,1067,14.5,0,0.059990101000000004,3,154.4682,1,1987,0,2,1,1524.682,1,26
113,1144,6.195,0,0.071636937,13,121.7098,5,1985,1,2,3,4097.3332,1,28
2266,1144,6.195,0,0.07209744900000001,13,119.3098,9,1999,1,0,1,1205.098,1,14
4709,1144,6.195,0,0.072131519,13,120.1098,7,2002,2,1,1,2892.2352,1,11
5803,1144,6.195,0,0.072278769,13,120.6098,3,2009,1,2,2,1807.647,1,4
7243,1144,6.195,0,0.07198553,13,122.2098,8,1997,2,0,1,1205.098,1,16
8478,1144,6.195,0,0.071971918,13,121.3098,6,2004,2,1,1,4820.392,1,9
2239,1023,12.099999999999998,0,0.036012919,13,148.0734,4,1985,2,0,0,593.8936,1,28
2290,1023,12.1,0,0.020652362,13,149.5734,3,2009,1,2,2,2227.101,1,4
3417,1023,12.1,0,0.034427577,13,146.6734,0,1998,2,2,0,296.9468,1,15
4845,1023,12.1,0,0.020568574,13,150.4734,8,1997,2,0,1,2078.6276,1,16
4846,1023,12.1,0,0.020564685,13,148.2734,6,2004,2,1,1,3266.4148,1,9
6297,1023,12.1,0,0.020551458,13,146.6734,1,1987,0,2,1,2227.101,1,26
7017,1023,12.1,0,0.020684919,13,148.5734,2,2007,2,1,1,1336.2606,1,6
8299,1023,12.1,0,0.020600553,13,147.5734,9,1999,1,0,1,3414.8882,1,14
1978,248,10.65,0,0.023971463,6,54.0272,8,1997,2,0,1,447.4176,1,16
4392,248,10.65,0,0.041970938,6,55.4272,4,1985,2,0,0,111.8544,1,28
4833,248,10.65,0,0.023023108,6,57.1272,6,2004,2,1,1,279.636,1,9
5096,248,10.65,0,0.024020078,6,57.2272,7,2002,2,1,1,1174.4712,1,11
5557,248,10.65,0,0.024069113,6,56.2272,3,2009,1,2,2,559.2719999999998,1,4
6548,248,10.65,0,0.024107056,6,56.6272,2,2007,2,1,1,447.4176,1,6
187,1523,14.0,0,0.028907832,8,130.431,9,1999,1,0,1,778.9860000000001,2,14
1256,1523,14.0,0,0.028723187,8,131.83100000000002,5,1985,1,2,3,3635.268,2,28
3964,1523,14.0,0,0.028980533,8,129.531,3,2009,1,2,2,2077.2960000000007,2,4
5805,1523,14.0,0,0.028838938,8,129.33100000000002,1,1987,0,2,1,259.66200000000003,2,26
5871,1523,14.0,0,0.050535312,8,130.031,4,1985,2,0,0,129.83100000000002,2,28
7097,1523,14.0,0,0.029026218,8,131.33100000000002,2,2007,2,1,1,3635.268,2,6
925,114,10.5,0,0.048115543,7,159.0946,7,2002,2,1,1,4102.6596,0,11
1597,114,10.5,0,0.048092816,7,159.2946,9,1999,1,0,1,1893.5352,0,14
1774,114,10.5,0,0.04778563,7,156.5946,5,1985,1,2,3,3787.0704,0,28
1780,114,10.5,0,0.048213766,7,159.6946,3,2009,1,2,2,3629.2758,0,4
6927,114,10.5,0,0.048009081,7,157.0946,6,2004,2,1,1,2209.1244,0,9
2219,1282,8.76,0,0.050130529000000014,8,128.3336,9,1999,1,0,1,2556.672,2,14
2610,1282,8.76,0,0.050256604,8,127.3336,3,2009,1,2,2,2684.5056,2,4
5303,1282,8.76,0,0.050011058,8,126.7336,1,1987,0,2,1,639.168,2,26
8158,1282,8.76,0,0.050335829000000006,8,126.2336,2,2007,2,1,1,1406.1696,2,6
1348,403,6.865,1,0.035895934,5,244.4486,9,1999,1,0,1,6353.0636,1,14
1554,403,6.865,1,0.036042939,5,244.4486,2,2007,2,1,1,4153.9262,1,6
3709,403,6.864999999999998,1,0.035666655,5,246.2486,5,1985,1,2,3,8063.5038,1,28
5829,403,6.865,1,0.03598621,5,244.1486,3,2009,1,2,2,2687.8346,1,4
900,1224,9.17,0,0.09746243283333333,0,144.847,4,1985,2,0,0,143.14700000000005,1,28
2602,1224,9.17,0,0.103138922,0,141.747,9,1999,1,0,1,3006.087,1,14
3055,1224,9.17,0,0.172365428,0,144.847,0,1998,2,2,0,572.5880000000002,1,15
5329,1224,9.17,0,0.102978817,0,144.947,8,1997,2,0,1,4294.41,1,16
6295,1224,9.17,0,0.103398309,0,143.947,3,2009,1,2,2,2576.646,1,4
7347,1224,9.17,0,0.102893121,0,141.947,1,1987,0,2,1,4008.116,1,26
132,1476,12.15,0,0.144338493,8,224.4404,5,1985,1,2,3,6976.2524,2,28
1508,1476,12.15,0,0.15375070485714287,8,224.4404,3,2009,1,2,2,5626.01,2,4
2116,1476,12.15,0,0.14526636,8,224.0404,9,1999,1,0,1,3375.606,2,14
3017,1476,12.15,0,0.253947823,8,223.8404,4,1985,2,0,0,675.1212,2,28
3238,1476,12.15,0,0.145013434,8,225.0404,6,2004,2,1,1,4950.8888,2,9
3497,1476,12.15,0,0.242768664,8,226.5404,0,1998,2,2,0,225.0404,2,15
4591,1476,12.15,0,0.14492016,8,224.4404,1,1987,0,2,1,1800.3232,2,26
1448,722,9.6,1,0.014270394,13,187.3872,3,2009,1,2,2,2647.2208,1,4
3776,722,9.6,1,0.011843190666666668,13,191.0872,2,2007,2,1,1,4349.0056,1,6
4627,722,9.6,1,0.014234595,13,190.2872,9,1999,1,0,1,4727.18,1,14
5169,722,9.6,1,0.014209811,13,188.1872,6,2004,2,1,1,1701.7848,1,9
6198,722,9.6,1,0.014200671000000003,13,187.1872,1,1987,0,2,1,3214.4824,1,26
6980,722,9.6,1,0.014143673,13,187.3872,5,1985,1,2,3,2836.308,1,28
2216,930,9.895,1,0.048761046,5,260.5278,7,2002,2,1,1,8851.1452,1,11
2995,930,9.895,1,0.048426708,5,258.7278,5,1985,1,2,3,5466.8838,1,28
5365,930,9.895,1,0.048662357,5,261.7278,8,1997,2,0,1,4685.9004,1,16
7006,930,9.895,1,0.048738014,5,262.1278,9,1999,1,0,1,3904.917,1,14
7451,930,9.895,1,0.048860587,5,260.2278,3,2009,1,2,2,4165.2448,1,4
2207,784,11.1,0,0.010639596,3,84.1908,6,2004,2,1,1,755.0172,1,9
2595,784,11.1,0,0.018632082,3,82.9908,4,1985,2,0,0,503.3448,1,28
3987,784,11.1,0,0.010663188999999998,3,82.3908,7,2002,2,1,1,1342.2528,1,11
7424,784,11.1,0,0.010632752,3,82.5908,1,1987,0,2,1,1510.0344,1,26
7431,784,11.1,0,0.010590075,3,84.6908,5,1985,1,2,3,3691.1952,1,28
7894,784,11.1,0,0.010658153,3,83.0908,9,1999,1,0,1,1593.9252,1,14
2261,759,15.6,0,0.143396175,2,128.0994,7,2002,2,1,1,2184.4898,1,11
3596,759,15.6,0,0.14298686300000002,2,130.3994,1,1987,0,2,1,2826.9868,1,26
6545,759,15.6,0,0.143688905,2,128.1994,3,2009,1,2,2,2184.4898,1,4
6746,759,15.6,0,0.143915417,2,127.5994,2,2007,2,1,1,2441.4886,1,6
7866,759,15.6,0,0.250560049,2,126.9994,4,1985,2,0,0,385.4982,1,28
2273,22,18.75,0,0.023974769,4,99.0042,2,2007,2,1,1,694.4294,0,6
3728,22,18.75,0,0.023876985,4,97.4042,9,1999,1,0,1,2281.6966,0,14
3821,22,18.75,0,0.022682492,4,97.9042,7,2002,2,1,1,1686.4714,0,11
6047,22,18.75,0,0.023820082000000003,4,97.6042,1,1987,0,2,1,1488.063,0,26
7602,22,18.75,0,0.041740624,4,98.3042,4,1985,2,0,0,198.4084,0,28
405,1086,6.8,0,0.065652494,0,48.9034,4,1985,2,0,0,48.6034,1,28
1793,1086,6.8,0,0.03749705,0,49.9034,8,1997,2,0,1,194.4136,1,16
2664,1086,6.8,0,0.03748996,0,48.6034,6,2004,2,1,1,291.6204,1,9
3637,1086,6.8,0,0.037573095,0,50.2034,7,2002,2,1,1,1166.4816,1,11
3659,1086,6.8,0,0.037555348,0,49.6034,9,1999,1,0,1,972.068,1,14
3702,1086,6.8,0,0.06276237400000001,0,50.4034,0,1998,2,2,0,48.6034,1,15
4062,1086,6.8,0,0.037465846,0,47.5034,1,1987,0,2,1,534.6374,1,26
5256,1086,6.8,0,0.037315469,0,50.0034,5,1985,1,2,3,1992.7394,1,28
1114,402,15.25,0,0.089742065,5,213.7192,1,1987,0,2,1,1078.596,1,26
1671,402,15.25,0,0.157257637,5,215.0192,4,1985,2,0,0,1078.596,1,28
4482,402,15.25,0,0.08995645,5,217.1192,9,1999,1,0,1,3235.788,1,14
5905,402,15.25,0,0.08981680800000001,5,217.3192,8,1997,2,0,1,5608.6992,1,16
7267,402,15.25,0,0.089998959,5,215.1192,7,2002,2,1,1,2157.192,1,11
8200,402,15.25,0,0.090324849,5,214.4192,2,2007,2,1,1,4961.5416,1,6
546,486,8.71,1,0.04605781,4,43.8744,9,1999,1,0,1,633.8416,1,14
4439,486,8.71,1,0.046079575,4,43.5744,7,2002,2,1,1,407.4696,1,11
6781,486,8.71,1,0.034475252,4,43.5744,2,2007,2,1,1,498.0184,1,6
7987,486,8.71,1,0.045763623,4,43.8744,5,1985,1,2,3,1222.4088,1,28
1278,679,13.15,0,0.022924552,6,157.892,2,2007,2,1,1,1917.504,1,6
2364,679,13.15,0,0.022831052,6,160.292,9,1999,1,0,1,4793.76,1,14
4767,679,13.15,0,0.022685222,6,161.592,5,1985,1,2,3,4314.384,1,28
5510,679,13.15,0,0.022795611,6,160.192,8,1997,2,0,1,1597.92,1,16
1249,255,18.35,0,0.099309997,6,91.4462,7,2002,2,1,1,1665.8316,1,11
2346,255,18.35,0,0.099026525,6,93.8462,1,1987,0,2,1,1295.6468,1,26
5103,255,18.35,0,0.098629062,6,90.6462,5,1985,1,2,3,2406.2012,1,28
6107,255,18.35,0,0.099090261,6,94.0462,6,2004,2,1,1,555.2772,1,9
7466,255,18.35,0,0.173527068,6,92.0462,4,1985,2,0,0,277.6386,1,28
423,165,20.35,1,0.024799254600000004,4,256.7672,3,2009,1,2,2,5624.6784,1,4
2440,165,20.35,1,0.031102571,4,257.2672,2,2007,2,1,1,2045.3376,1,6
3461,165,20.35,1,0.030990354,4,256.3672,7,2002,2,1,1,1022.6688,1,11
3630,165,20.35,1,0.030975716,4,253.9672,9,1999,1,0,1,3068.0064,1,14
6353,165,20.35,1,0.030927632000000007,4,256.8672,8,1997,2,0,1,3579.3408,1,16
1367,433,14.35,1,0.091098018,5,233.5984,7,2002,2,1,1,1853.5872,1,11
2111,433,14.35,1,0.091054989,5,231.8984,9,1999,1,0,1,4633.968,1,14
2838,433,14.35,1,0.090473389,5,229.7984,5,1985,1,2,3,6024.1584,1,28
3153,433,14.35,1,0.091283986,5,232.6984,3,2009,1,2,2,2316.984,1,4
5673,433,14.35,1,0.090913642,5,231.2984,8,1997,2,0,1,3243.7776,1,16
6454,433,14.35,1,0.090896452,5,231.2984,6,2004,2,1,1,6024.1584,1,9
3465,3,7.39,0,0.082367244,14,187.753,9,1999,1,0,1,1518.024,0,14
3571,3,7.39,0,0.08217094700000001,14,190.953,1,1987,0,2,1,2466.789,0,26
3733,3,7.39,0,0.081841136,14,190.053,5,1985,1,2,3,569.259,0,28
1551,1151,5.655,0,0.08527498800000001,6,165.05,8,1997,2,0,1,2330.3,1,16
2128,1151,5.655,0,0.085258864,6,165.85,6,2004,2,1,1,1830.95,1,9
3337,1151,5.655,0,0.085622362,6,167.25,3,2009,1,2,2,2330.3,1,4
6025,1151,5.655,0,0.142732848,6,167.95,0,1998,2,2,0,166.45,1,15
6960,1151,5.655,0,0.085757338,6,164.75,2,2007,2,1,1,1498.05,1,6
7195,1151,5.655,0,0.085447928,6,165.85,7,2002,2,1,1,1830.95,1,11
550,983,11.8,1,0.076705948,13,34.7558,6,2004,2,1,1,780.9834,1,9
1209,983,11.8,1,0.07665661,13,32.3558,1,1987,0,2,1,169.77900000000002,1,26
2518,983,11.8,1,0.076348933,13,32.8558,5,1985,1,2,3,713.0718,1,28
2571,983,11.8,1,0.134327613,13,35.0558,4,1985,2,0,0,33.9558,1,28
2893,983,11.8,1,0.076839735,13,34.9558,9,1999,1,0,1,373.5138,1,14
3675,983,11.8,1,0.07687604599999999,13,33.1558,7,2002,2,1,1,543.2928,1,11
7706,983,11.8,1,0.077154417,13,35.7558,2,2007,2,1,1,577.2486,1,6
694,256,8.96,1,0.068604503,6,197.3768,5,1985,1,2,3,7488.9184,1,28
1837,256,8.96,1,0.069219165,6,196.5768,3,2009,1,2,2,2759.0752,1,4
1944,256,8.96,1,0.069078149,6,197.7768,7,2002,2,1,1,3153.2288,1,11
3453,256,8.96,1,0.06893834,6,196.4768,8,1997,2,0,1,2561.9984,1,16
5574,256,8.96,1,0.068925304,6,196.9768,6,2004,2,1,1,2759.0752,1,9
5986,256,8.96,1,0.068880971,6,195.3768,1,1987,0,2,1,2759.0752,1,26
896,186,16.2,1,0.128682722,5,178.437,7,2002,2,1,1,1058.622,1,11
4188,186,16.2,1,0.128397995,5,178.33700000000005,6,2004,2,1,1,1411.496,1,9
6575,186,16.2,1,0.127800388,5,177.037,5,1985,1,2,3,4587.362,1,28
8085,186,16.2,1,0.128621941,5,175.537,9,1999,1,0,1,3528.74,1,14
8257,186,16.2,1,0.128315409,5,178.137,1,1987,0,2,1,3881.614,1,26
57,107,8.365,0,0.071958197,7,38.0506,9,1999,1,0,1,796.9626,0,14
574,107,8.365,0,0.125793938,7,36.2506,4,1985,2,0,0,37.9506,0,28
815,107,8.365,0,0.071832909,7,36.1506,6,2004,2,1,1,721.0614,0,9
2492,107,8.365,0,0.071498575,7,37.7506,5,1985,1,2,3,796.9626,0,28
3905,107,8.365,0,0.071846495,7,37.9506,8,1997,2,0,1,569.259,0,16
5566,107,8.365,0,0.071992202,7,38.3506,7,2002,2,1,1,986.7156,0,11
7477,107,8.365,0,0.120256303,7,39.2506,0,1998,2,2,0,75.9012,0,15
7633,107,8.365,0,0.072252888,7,39.6506,2,2007,2,1,1,834.9132,0,6
3593,302,16.7,0,0.070297175,4,216.385,7,2002,2,1,1,3678.545,1,11
4968,302,16.7,0,0.122832172,4,217.685,4,1985,2,0,0,432.77,1,28
5647,302,16.7,0,0.070154899,4,218.185,8,1997,2,0,1,5193.24,1,16
6562,302,16.7,0,0.07044068,4,216.885,3,2009,1,2,2,6275.165,1,4
6771,302,16.7,0,0.070096518,4,217.885,1,1987,0,2,1,3894.93,1,26
7628,302,16.7,0,0.070551723,4,217.685,2,2007,2,1,1,2163.85,1,6
8165,302,16.7,0,0.06981517,4,214.385,5,1985,1,2,3,4327.7,1,28
592,1337,17.1,0,0.067141355,9,114.586,6,2004,2,1,1,2942.836,2,9
1854,1337,17.1,0,0.112402118,9,112.986,0,1998,2,2,0,113.186,2,15
2593,1337,17.1,0,0.067290244,9,114.586,7,2002,2,1,1,1584.604,2,11
3891,1337,17.1,0,0.06401072671428572,9,114.686,3,2009,1,2,2,1358.2320000000002,2,4
5246,1337,17.1,0,0.06715405299999999,9,114.386,8,1997,2,0,1,1245.046,2,16
5541,1337,17.1,0,0.06725846,9,115.186,9,1999,1,0,1,2490.092,2,14
7087,1337,17.099999999999998,0,0.066828857,9,114.186,5,1985,1,2,3,1924.162,2,28
2739,752,8.155,0,0.119692888,10,188.453,7,2002,2,1,1,4364.319,1,11
3421,752,8.155,0,0.119428052,10,190.853,6,2004,2,1,1,2466.789,1,9
5739,752,8.155,0,0.119937231,10,189.153,3,2009,1,2,2,2087.283,1,4
5746,752,8.155,0,0.118872194,10,188.353,5,1985,1,2,3,5313.084,1,28
5890,752,8.155,0,0.119351235,10,190.153,1,1987,0,2,1,4933.578,1,26
6102,752,8.155,0,0.20914265,10,190.953,4,1985,2,0,0,379.506,1,28
6647,752,8.155,0,0.199935881,10,188.453,0,1998,2,2,0,379.506,1,15
1420,273,7.72,0,0.12152072,6,118.244,8,1997,2,0,1,958.752,1,16
5779,273,7.72,0,0.121497742,6,119.744,6,2004,2,1,1,3355.632,1,9
6475,273,7.72,0,0.122015744,6,121.744,3,2009,1,2,2,2277.036,1,4
1524,1493,12.6,0,0.063800266,8,123.0414,5,1985,1,2,3,4629.9732,2,28
1557,1493,12.6,0,0.064240743,8,121.9414,7,2002,2,1,1,1462.0968,2,11
5766,1493,12.6,0,0.112249603,8,123.3414,4,1985,2,0,0,243.6828,2,28
6533,1493,12.6,0,0.064110725,8,122.3414,8,1997,2,0,1,243.6828,2,16
1397,1551,12.15,0,0.079046992,8,39.8506,5,1985,1,2,3,1480.0734,2,28
2872,1551,12.15,0,0.079431643,8,38.6506,8,1997,2,0,1,796.9626,2,16
4280,1551,12.15,0,0.132952286,8,37.6506,0,1998,2,2,0,37.9506,2,15
6716,1551,12.15,0,0.079592733,8,37.3506,7,2002,2,1,1,645.1602,2,11
7265,1551,12.15,0,0.07512981133333334,8,39.1506,2,2007,2,1,1,1480.0734,2,6
7832,1551,12.15,0,0.079755214,8,36.6506,3,2009,1,2,2,493.3578,2,4
911,649,16.7,0,0.122896411,6,111.1912,4,1985,2,0,0,218.3824,1,28
1910,649,16.7,0,0.070133177,6,109.8912,1,1987,0,2,1,873.5296,1,26
2567,649,16.7,0,0.069851683,6,110.9912,5,1985,1,2,3,1310.2944,1,28
3523,649,16.7,0,0.06669397839999999,6,109.1912,3,2009,1,2,2,545.956,1,4
7934,649,16.7,0,0.07058862099999999,6,107.9912,2,2007,2,1,1,1419.4856,1,6
1562,850,16.5,1,0.06619442,2,184.4292,1,1987,0,2,1,3101.2964,1,26
3854,850,16.5,1,0.066383907,2,180.4292,7,2002,2,1,1,2189.1504,1,11
5529,850,16.5,1,0.110888167,2,181.6292,0,1998,2,2,0,1094.5752,1,15
6007,850,16.5,1,0.066352552,2,181.2292,9,1999,1,0,1,4195.8716,1,14
6513,850,16.5,1,0.066237024,2,183.1292,6,2004,2,1,1,6385.022,1,9
7343,850,16.5,1,0.065928735,2,183.0292,5,1985,1,2,3,8209.314,1,28
8136,850,16.5,1,0.06624955099999999,2,183.3292,8,1997,2,0,1,2006.7212,1,16
157,661,18.6,0,0.152918384,2,99.8358,2,2007,2,1,1,1910.1802,1,6
1492,661,18.6,0,0.152058281,2,99.9358,8,1997,2,0,1,201.0716,1,16
3767,661,18.6,0,0.266234421,2,98.5358,4,1985,2,0,0,402.1432,1,28
4758,661,18.6,0,0.15193174199999998,2,101.1358,1,1987,0,2,1,1105.8938,1,26
6758,661,18.6,0,0.152294691,2,98.9358,9,1999,1,0,1,1508.037,1,14
8317,661,18.6,0,0.15236665900000002,2,98.5358,7,2002,2,1,1,1306.9654,1,11
547,295,12.15,0,0.030815427000000006,5,252.0698,0,1998,2,2,0,1014.6792,1,15
664,295,12.15,0,0.018485511,5,253.1698,3,2009,1,2,2,1522.0188,1,4
1902,295,12.150000000000002,0,0.018321361,5,255.3698,5,1985,1,2,3,4819.7262,1,28
4962,295,12.15,0,0.018407033,5,254.7698,6,2004,2,1,1,5834.4054,1,9
5677,295,12.15,0,0.018395194,5,251.6698,1,1987,0,2,1,6088.0752,1,26
6506,295,12.15,0,0.018514652,5,252.7698,2,2007,2,1,1,5834.4054,1,6
6683,295,12.15,0,0.018410515,5,252.1698,8,1997,2,0,1,2283.0282,1,16
6982,295,12.15,0,0.018439138,5,254.7698,9,1999,1,0,1,5073.396,1,14
105,438,17.1,1,0.0467696,3,141.1838,1,1987,0,2,1,2247.7408,1,26
2360,438,17.1,1,0.046808553,3,141.4838,8,1997,2,0,1,1404.838,1,16
2383,438,17.1,1,0.046881328,3,141.3838,9,1999,1,0,1,1685.8056,1,14
3578,438,17.1,1,0.046903482,3,142.0838,7,2002,2,1,1,2528.7084,1,11
6501,438,17.1,1,0.047073322,3,138.6838,2,2007,2,1,1,2950.1598,1,6
7143,438,17.099999999999998,1,0.081955735,3,142.0838,4,1985,2,0,0,280.9676,1,28
7689,438,17.1,1,0.078347922,3,141.8838,0,1998,2,2,0,280.9676,1,15
8,440,16.2,1,0.016687114,5,96.9726,7,2002,2,1,1,1076.5986,1,11
1920,440,16.2,1,0.016747538,5,98.6726,2,2007,2,1,1,1272.3438,1,6
2718,440,16.2,1,0.029157849,5,97.0726,4,1985,2,0,0,293.6178,1,28
5276,440,16.2,1,0.01665334,5,97.3726,8,1997,2,0,1,2055.3246,1,16
6220,440,16.2,1,0.016679232,5,96.3726,9,1999,1,0,1,2740.4328,1,14
7731,440,16.2,1,0.016639482,5,95.8726,1,1987,0,2,1,1076.5986,1,26
7819,440,16.2,1,0.016650191,5,97.4726,6,2004,2,1,1,1174.4712,1,9
1499,502,8.895,1,0.137858955,5,162.1236,9,1999,1,0,1,2577.9776,1,14
3388,502,8.895,1,0.13842353,5,163.0236,2,2007,2,1,1,1127.8652,1,6
