,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_Combined,Outlet_Age
551,1386,6.13,0,0.028297924,9,107.1912,1,1987,0,2,1,2,26
899,1386,6.13,0,0.028436862,9,109.0912,3,2009,1,2,2,2,4
925,1386,6.13,0,0.028321492,9,108.0912,8,1997,2,0,1,2,16
1273,1386,6.13,0,0.047404370999999994,9,109.3912,0,1998,2,2,0,2,15
2739,1386,6.13,0,0.028378929,9,108.8912,7,2002,2,1,1,2,11
545,735,18.6,0,0.039104567,5,245.3802,5,1985,1,2,3,1,28
3296,735,18.6,0,0.039374545,5,245.5802,7,2002,2,1,1,1,11
4911,735,18.6,0,0.039287422999999995,5,246.8802,6,2004,2,1,1,1,9
4929,735,18.6,0,0.039262153,5,247.2802,1,1987,0,2,1,1,26
1439,1335,18.75,0,0.018148732,9,210.1954,4,1985,2,0,0,2,28
4709,1335,18.75,0,0.010386567,9,206.9954,7,2002,2,1,1,2,11
4744,1335,18.75,0,0.010424177,9,208.0954,2,2007,2,1,1,2,6
374,609,15.1,1,0.067456225,13,257.5304,2,2007,2,1,1,1,6
2183,609,15.1,1,0.067076811,13,260.0304,8,1997,2,0,1,1,16
2649,609,15.1,1,0.066751989,13,257.4304,5,1985,1,2,3,1,28
1177,359,6.215,0,0.012217624,6,37.7848,2,2007,2,1,1,1,6
1633,359,6.215,0,0.012148905,6,36.5848,8,1997,2,0,1,1,16
4317,359,6.215,0,0.020334777,6,35.3848,0,1998,2,2,0,1,15
2084,1533,8.485,0,0.058132207000000005,8,102.899,8,1997,2,0,1,2,16
3248,1533,8.485,0,0.0582501,8,104.399,7,2002,2,1,1,2,11
3552,1533,8.485,0,0.057850699000000005,8,104.29899999999999,5,1985,1,2,3,2,28
4009,1533,8.485,0,0.058222587,8,103.79899999999999,9,1999,1,0,1,2,14
4053,1533,8.485,0,0.058369013,8,104.499,3,2009,1,2,2,2,4
5337,1533,8.485,0,0.058461026,8,102.899,2,2007,2,1,1,2,6
699,789,14.0,1,0.060549609000000004,5,156.4656,7,2002,2,1,1,1,11
1373,789,14.0,1,0.0647381255,5,155.6656,3,2009,1,2,2,1,4
1392,789,14.0,1,0.060415635999999995,5,153.1656,6,2004,2,1,1,1,9
1785,789,14.0,1,0.105799985,5,155.0656,4,1985,2,0,0,1,28
2072,789,14.0,1,0.101142513,5,154.0656,0,1998,2,2,0,1,15
4805,789,14.0,1,0.06052101,5,152.9656,9,1999,1,0,1,1,14
1152,1195,12.5,0,0.081593757,10,219.8798,2,2007,2,1,1,1,6
3188,1195,12.5,0,0.08129936900000001,10,219.0798,7,2002,2,1,1,1,11
3957,1195,12.5,0,0.081067307,10,220.2798,1,1987,0,2,1,1,26
298,836,6.46,1,0.08228859,6,144.4102,0,1998,2,2,0,1,15
1768,836,6.46,1,0.049153588,6,145.3102,6,2004,2,1,1,1,9
1842,836,6.46,1,0.049262587999999996,6,147.6102,7,2002,2,1,1,1,11
2218,836,6.46,1,0.049363153,6,144.6102,3,2009,1,2,2,1,4
2444,836,6.46,1,0.04944097,6,146.4102,2,2007,2,1,1,1,6
1504,961,7.93,0,0.005559688,5,121.2414,7,2002,2,1,1,1,11
1551,961,7.93,0,0.00557982,5,121.1414,2,2007,2,1,1,1,6
3466,961,7.93,0,0.005521567,5,122.3414,5,1985,1,2,3,1,28
5562,961,7.93,0,0.005543818000000001,5,123.2414,1,1987,0,2,1,1,26
57,912,17.25,0,0.10695266099999999,5,38.3822,1,1987,0,2,1,1,26
522,912,17.25,0,0.10704173800000001,5,41.2822,8,1997,2,0,1,1,16
1153,912,17.25,0,0.107208159,5,37.9822,9,1999,1,0,1,1,14
2751,912,17.25,0,0.18741626600000003,5,37.5822,4,1985,2,0,0,1,28
4745,912,17.25,0,0.106523384,5,38.1822,5,1985,1,2,3,1,28
1332,325,20.1,1,0.095344543,5,152.3366,4,1985,2,0,0,1,28
1846,325,20.1,1,0.054677324000000006,5,151.7366,3,2009,1,2,2,1,4
4563,325,20.1,1,0.054191792,5,152.1366,5,1985,1,2,3,1,28
2278,1432,8.51,0,0.01610767,9,195.3478,6,2004,2,1,1,2,9
3076,1432,8.51,0,0.016032698999999997,9,194.8478,5,1985,1,2,3,2,28
3417,1432,8.51,0,0.016097309,9,195.3478,1,1987,0,2,1,2,26
3609,1432,8.51,0,0.016110716,9,193.1478,8,1997,2,0,1,2,16
861,615,10.1,1,0.053324723,6,222.5088,5,1985,1,2,3,1,28
2429,615,10.1,1,0.053802487,6,224.2088,3,2009,1,2,2,1,4
982,1187,14.85,0,0.098601801,6,170.3474,7,2002,2,1,1,1,11
2725,1187,14.85,0,0.098383632,6,168.9474,6,2004,2,1,1,1,9
2814,1187,14.85,0,0.098320351,6,167.9474,1,1987,0,2,1,1,26
4715,1187,14.85,0,0.098402239,6,168.1474,8,1997,2,0,1,1,16
5344,1187,14.85,0,0.09895884199999999,6,167.2474,2,2007,2,1,1,1,6
5519,1187,14.85,0,0.08446029899999999,6,169.2474,5,1985,1,2,3,1,28
5644,1187,14.85,0,0.09855522800000001,6,166.9474,9,1999,1,0,1,1,14
451,1059,5.63,1,0.041077066,10,106.5306,0,1998,2,2,0,1,15
1168,1059,5.63,1,0.024591047,10,104.3306,7,2002,2,1,1,1,11
2418,1059,5.63,1,0.024641247,10,104.6306,3,2009,1,2,2,1,4
3198,1059,5.63,1,0.024680092,10,103.7306,2,2007,2,1,1,1,6
3933,1059,5.63,1,0.024422434,10,104.3306,5,1985,1,2,3,1,28
4210,1059,5.63,1,0.042968607,10,102.8306,4,1985,2,0,0,1,28
3958,324,8.895,0,0.026321792000000004,5,207.7954,1,1987,0,2,1,1,26
4070,324,8.895,0,0.026338733,5,207.2954,6,2004,2,1,1,1,9
5199,324,8.895,0,0.026343715,5,210.1954,8,1997,2,0,1,1,16
217,951,9.695,1,0.047199898,5,244.9144,5,1985,1,2,3,1,28
1662,951,9.695,1,0.047390108,5,245.0144,1,1987,0,2,1,1,26
2435,951,9.695,1,0.047525766,5,245.2144,7,2002,2,1,1,1,11
2928,951,9.695,1,0.083043068,5,246.5144,4,1985,2,0,0,1,28
5615,356,17.5,0,0.013571008,5,258.5304,5,1985,1,2,3,1,28
715,1488,7.685,0,0.025621558,8,145.076,2,2007,2,1,1,2,6
943,1488,7.685,0,0.042644024,8,147.876,0,1998,2,2,0,2,15
1347,1488,7.685,0,0.025517058,8,147.476,9,1999,1,0,1,2,14
2775,1488,7.685,0,0.025456246000000002,8,144.876,1,1987,0,2,1,2,26
4324,1488,7.685,0,0.025581232000000002,8,144.67600000000002,3,2009,1,2,2,2,4
4449,1488,7.685,0,0.025529117,8,147.876,7,2002,2,1,1,2,11
4860,1488,7.685,0,0.02547263,8,144.576,6,2004,2,1,1,2,9
3240,279,19.35,0,0.016608334,5,120.0098,6,2004,2,1,1,1,9
3866,279,19.35,0,0.027804204,5,121.8098,0,1998,2,2,0,1,15
157,888,9.3,0,0.11139344,1,65.2826,9,1999,1,0,1,1,14
1890,888,9.3,0,0.111199491,1,64.0826,6,2004,2,1,1,1,9
412,964,7.71,1,0.0667322,13,56.2956,7,2002,2,1,1,1,11
1142,964,7.71,1,0.066541719,13,54.2956,1,1987,0,2,1,1,26
2375,964,7.71,1,0.06658454700000001,13,56.0956,6,2004,2,1,1,1,9
2984,964,7.71,1,0.066868428,13,55.4956,3,2009,1,2,2,1,4
4685,964,7.71,1,0.11146995900000001,13,56.0956,0,1998,2,2,0,1,15
5618,964,7.71,1,0.06697384,13,54.1956,2,2007,2,1,1,1,6
1253,1153,14.35,0,0.080719435,0,80.99600000000001,9,1999,1,0,1,1,14
4292,1153,14.35,0,0.080578893,0,77.99600000000001,6,2004,2,1,1,1,9
3103,283,12.85,0,0.030616732999999997,15,251.704,8,1997,2,0,1,1,16
3392,283,12.85,0,0.030664333999999998,15,254.40400000000002,9,1999,1,0,1,1,14
3804,283,12.85,0,0.053605948,15,252.40400000000002,4,1985,2,0,0,1,28
764,1228,6.695,0,0.076187616,15,191.382,3,2009,1,2,2,1,4
984,1228,6.695,0,0.076032402,15,191.782,7,2002,2,1,1,1,11
2157,1228,6.695,0,0.07630771900000001,15,194.282,2,2007,2,1,1,1,6
3013,1228,6.695,0,0.075511074,15,192.282,5,1985,1,2,3,1,28
4434,1228,6.695,0,0.07599649,15,194.18200000000002,9,1999,1,0,1,1,14
149,1284,8.93,0,0.013115567,9,53.7614,5,1985,1,2,3,2,28
1944,1284,8.93,0,0.013176896,9,55.9614,6,2004,2,1,1,2,9
5377,1284,8.93,0,0.013233076000000002,9,53.7614,3,2009,1,2,2,2,4
1072,942,16.35,0,0.020448446000000002,6,50.2324,5,1985,1,2,3,1,28
2992,942,16.35,0,0.020530851,6,51.3324,1,1987,0,2,1,1,26
5293,942,16.35,0,0.035976809,6,51.2324,4,1985,2,0,0,1,28
1329,676,13.35,0,0.108714206,0,93.2804,0,1998,2,2,0,1,15
3334,676,13.35,0,0.06495073,0,92.5804,8,1997,2,0,1,1,16
3879,676,13.35,0,0.065318118,0,93.7804,2,2007,2,1,1,1,6
4489,676,13.35,0,0.065051711,0,91.1804,9,1999,1,0,1,1,14
5073,676,13.35,0,0.064896679,0,90.0804,1,1987,0,2,1,1,26
3043,220,6.655,0,0.017027915,6,211.0586,3,2009,1,2,2,1,4
3284,220,6.655,0,0.016985198,6,211.0586,9,1999,1,0,1,1,14
5108,220,6.655,0,0.016955625,6,210.4586,6,2004,2,1,1,1,9
5308,220,6.655,0,0.028385607,6,210.6586,0,1998,2,2,0,1,15
2836,1171,16.5,1,0.267339659,13,143.5128,0,1998,2,2,0,1,15
3588,1171,16.5,1,0.159587755,13,142.6128,1,1987,0,2,1,1,26
4380,1171,16.5,1,0.16004458900000001,13,143.4128,7,2002,2,1,1,1,11
5217,1171,16.5,1,0.158947217,13,143.3128,5,1985,1,2,3,1,28
5435,1171,16.5,1,0.279650277,13,143.4128,4,1985,2,0,0,1,28
5543,1171,16.5,1,0.17092824950000005,13,145.5128,9,1999,1,0,1,1,14
240,280,8.3,0,0.059175952999999996,6,37.8506,0,1998,2,2,0,1,15
1294,280,8.3,0,0.061900923,6,37.8506,4,1985,2,0,0,1,28
3339,280,8.3,0,0.035426061,6,37.7506,7,2002,2,1,1,1,11
4532,280,8.3,0,0.035354361,6,39.9506,8,1997,2,0,1,1,16
693,1522,20.1,0,0.014961061999999999,8,141.5154,9,1999,1,0,1,2,14
1647,1522,20.099999999999998,0,0.0148655,8,143.2154,5,1985,1,2,3,2,28
3229,1522,20.1,0,0.015022332,8,142.1154,2,2007,2,1,1,2,6
3415,1522,20.1,0,0.014937838,8,141.2154,8,1997,2,0,1,2,16
3647,1522,20.1,0,0.012821936,8,142.3154,6,2004,2,1,1,2,9
4465,1522,20.1,0,0.014998688,8,142.6154,3,2009,1,2,2,2,4
4698,1522,20.1,0,0.014968132,8,140.8154,7,2002,2,1,1,2,11
2212,781,8.325,0,0.049853714,6,41.6138,0,1998,2,2,0,1,15
2391,781,8.325,0,0.029906169,6,41.1138,3,2009,1,2,2,1,4
2441,781,8.325,0,0.029784839,6,40.4138,8,1997,2,0,1,1,16
3860,781,8.325,0,0.029831146,6,38.6138,9,1999,1,0,1,1,14
1197,762,8.185,0,0.046484138,6,47.9692,8,1997,2,0,1,1,16
1642,762,8.185,0,0.046475348,6,47.9692,6,2004,2,1,1,1,9
1872,762,8.185,0,0.081387725,6,49.6692,4,1985,2,0,0,1,28
2114,762,8.185,0,0.046445455,6,51.0692,1,1987,0,2,1,1,26
1716,693,7.864999999999999,0,0.060763988,2,164.0526,5,1985,1,2,3,1,28
1786,693,7.865,0,0.061308404000000004,2,164.8526,3,2009,1,2,2,1,4
4609,693,7.865,0,0.061059672,2,162.7526,8,1997,2,0,1,1,16
5232,693,7.865,0,0.061048127,2,165.9526,6,2004,2,1,1,1,9
3177,565,11.65,0,0.033910827000000004,12,113.88600000000001,9,1999,1,0,1,1,14
3540,565,11.65,0,0.033694227,12,114.786,5,1985,1,2,3,1,28
4890,565,11.65,0,0.033996111,12,114.786,3,2009,1,2,2,1,4
642,92,11.8,0,0.11278042199999999,14,184.7924,5,1985,1,2,3,0,28
3185,92,11.8,0,0.113329224,14,185.8924,8,1997,2,0,1,0,16
30,1459,9.105,0,0.06737681,9,32.09,4,1985,2,0,0,2,28
842,1459,9.105,0,0.038638642,9,32.39,3,2009,1,2,2,2,4
1229,1459,9.105,0,0.038295533,9,32.39,5,1985,1,2,3,2,28
1657,1459,9.105,0,0.038541712,9,33.09,9,1999,1,0,1,2,14
1949,1459,9.105,0,0.038474607,9,34.89,6,2004,2,1,1,2,9
2276,1459,9.105,0,0.03844986,9,31.99,1,1987,0,2,1,2,26
5165,1459,9.105,0,0.03711102342857143,9,32.59,8,1997,2,0,1,2,16
871,1035,19.5,0,0.22447215899999998,1,155.4314,4,1985,2,0,0,1,28
1393,1035,19.5,0,0.128931187,1,154.6314,2,2007,2,1,1,1,6
2432,1035,19.5,0,0.127585158,1,156.5314,5,1985,1,2,3,1,28
2774,1035,19.5,0,0.128466007,1,155.2314,7,2002,2,1,1,1,11
5345,1035,19.5,0,0.128099312,1,153.6314,1,1987,0,2,1,1,26
712,1520,19.0,0,0.017715927,8,212.6244,6,2004,2,1,1,2,9
1977,1520,19.0,0,0.017704532,8,210.8244,1,1987,0,2,1,2,26
5211,1520,19.0,0,0.017633471,8,211.3244,5,1985,1,2,3,2,28
5386,1520,19.0,0,0.017819505,8,211.7244,2,2007,2,1,1,2,6
421,454,15.1,1,0.105155137,6,43.2796,5,1985,1,2,3,1,28
2896,454,15.1,1,0.10626452800000001,6,42.3796,2,2007,2,1,1,1,6
3266,454,15.1,1,0.1055789,6,42.4796,1,1987,0,2,1,1,26
1670,347,19.7,1,0.016297311999999998,3,186.3556,2,2007,2,1,1,1,6
2661,347,19.7,1,0.016230842,3,185.9556,9,1999,1,0,1,1,14
3783,347,19.7,1,0.016271661,3,188.1556,3,2009,1,2,2,1,4
4359,347,19.7,1,0.028373995,3,187.0556,4,1985,2,0,0,1,28
4950,347,19.7,1,0.016205646,3,188.8556,8,1997,2,0,1,1,16
5554,347,19.7,1,0.01619216,3,187.4556,1,1987,0,2,1,1,26
1094,1207,15.1,1,0.093891315,6,62.0194,8,1997,2,0,1,1,16
2331,1207,15.1,1,0.093813181,6,61.3194,1,1987,0,2,1,1,26
2430,1207,15.1,1,0.093873561,6,60.5194,6,2004,2,1,1,1,9
2769,1207,15.1,1,0.094422403,6,59.9194,2,2007,2,1,1,1,6
3987,1207,15.1,1,0.094081729,6,63.1194,7,2002,2,1,1,1,11
2089,1081,18.35,1,0.094443441,6,84.3882,9,1999,1,0,1,1,14
2676,1081,18.35,1,0.094830216,6,85.6882,2,2007,2,1,1,1,6
3113,1081,18.35,1,0.09384019800000001,6,86.8882,5,1985,1,2,3,1,28
458,230,20.25,1,0.018834342,6,222.3772,9,1999,1,0,1,1,14
1781,230,20.25,1,0.032925311,6,223.5772,4,1985,2,0,0,1,28
2177,230,20.25,1,0.018881709,6,222.0772,3,2009,1,2,2,1,4
3127,230,20.25,1,0.018843242,6,221.6772,7,2002,2,1,1,1,11
1513,607,6.635,1,0.046081489,5,38.0506,6,2004,2,1,1,1,9
4871,607,6.635,1,0.04618367599999999,5,37.0506,7,2002,2,1,1,1,11
5143,607,6.635,1,0.046161862000000005,5,39.4506,9,1999,1,0,1,1,14
177,843,20.35,0,0.08339348099999999,10,180.6292,5,1985,1,2,3,1,28
836,843,20.35,0,0.08396923,10,183.8292,7,2002,2,1,1,1,11
1460,843,20.35,0,0.083729547,10,184.4292,1,1987,0,2,1,1,26
2817,843,20.35,0,0.084140646,10,184.0292,3,2009,1,2,2,1,4
3321,843,20.35,0,0.083783437,10,180.7292,6,2004,2,1,1,1,9
407,918,14.85,0,0.018609305,3,187.1214,7,2002,2,1,1,1,11
413,918,14.85,0,0.018647294,3,187.5214,3,2009,1,2,2,1,4
1550,918,14.85,0,0.018556186000000002,3,187.1214,1,1987,0,2,1,1,26
4130,918,14.85,0,0.018481707,3,188.5214,5,1985,1,2,3,1,28
5139,918,14.85,0,0.018600515,3,189.8214,9,1999,1,0,1,1,14
705,208,6.615,0,0.09338538099999999,4,197.8426,8,1997,2,0,1,1,16
776,208,6.615,0,0.093765794,4,199.2426,3,2009,1,2,2,1,4
2506,208,6.615,0,0.09336772300000001,4,198.4426,6,2004,2,1,1,1,9
4867,208,6.615,0,0.092933158,4,197.6426,5,1985,1,2,3,1,28
5483,208,6.615,0,0.09353057099999999,4,197.7426,9,1999,1,0,1,1,14
1655,1379,13.0,0,0.083179333,9,62.0194,3,2009,1,2,2,2,4
1902,1379,13.0,0,0.145045421,9,60.0194,4,1985,2,0,0,2,28
2059,1379,13.0,0,0.083310458,9,61.7194,2,2007,2,1,1,2,6
2260,1379,13.0,0,0.082772931,9,61.0194,1,1987,0,2,1,2,26
4320,1379,13.0,0,0.082826206,9,60.8194,6,2004,2,1,1,2,9
4343,1379,13.0,0,0.08284187,9,63.0194,8,1997,2,0,1,2,16
4971,1379,13.0,0,0.13866030699999998,9,62.9194,0,1998,2,2,0,2,15
4925,218,17.5,1,0.007539885,4,145.7102,8,1997,2,0,1,1,16
5250,218,17.5,1,0.007582533000000001,4,145.5102,2,2007,2,1,1,1,6
408,718,16.25,0,0.07832726799999999,3,90.9804,7,2002,2,1,1,1,11
1667,718,16.25,0,0.078153958,3,91.3804,6,2004,2,1,1,1,9
4245,718,16.25,0,0.13686337199999998,3,90.3804,4,1985,2,0,0,1,28
394,737,19.85,0,0.04592756,6,127.902,2,2007,2,1,1,1,6
593,737,19.85,0,0.045448080999999994,6,127.20200000000001,5,1985,1,2,3,1,28
960,737,19.85,0,0.045660600999999995,6,124.50200000000001,6,2004,2,1,1,1,9
2933,737,19.85,0,0.04574024,6,127.102,9,1999,1,0,1,1,14
91,1107,16.0,0,0.056783774,4,223.1404,5,1985,1,2,3,1,28
480,1107,16.0,0,0.057175809,4,223.5404,7,2002,2,1,1,1,11
895,1107,16.0,0,0.057382845,4,224.7404,2,2007,2,1,1,1,6
1436,1107,16.0,0,0.057148803,4,224.3404,9,1999,1,0,1,1,14
2238,649,9.8,1,0.01517532,10,249.9408,2,2007,2,1,1,1,6
3597,649,9.8,1,0.015113426000000001,10,248.7408,9,1999,1,0,1,1,14
3633,649,9.8,1,0.015151435,10,249.4408,3,2009,1,2,2,1,4
4462,649,9.8,1,0.015077408,10,250.9408,1,1987,0,2,1,1,26
4905,649,9.8,1,0.015120568000000001,10,248.6408,7,2002,2,1,1,1,11
31,1146,9.5,1,0.022148582000000003,10,194.9452,3,2009,1,2,2,1,4
1420,1146,9.5,1,0.022040367,10,194.1452,1,1987,0,2,1,1,26
1671,1146,9.5,1,0.022183497000000003,10,196.9452,2,2007,2,1,1,1,6
2520,1146,9.5,1,0.021951903999999998,10,195.1452,5,1985,1,2,3,1,28
2530,516,18.75,0,0.05289235,13,192.7504,9,1999,1,0,1,1,14
4103,516,18.75,0,0.052810244000000006,13,190.3504,8,1997,2,0,1,1,16
1500,31,15.35,0,0.12830941099999998,14,92.11200000000001,4,1985,2,0,0,0,28
1751,31,15.35,0,0.073581718,14,94.412,3,2009,1,2,2,0,4
2398,31,15.35,0,0.073431813,14,91.31200000000001,7,2002,2,1,1,0,11
5186,31,15.35,0,0.07322220900000001,14,93.31200000000001,1,1987,0,2,1,0,26
1391,1526,18.2,0,0.164018678,8,44.9086,2,2007,2,1,1,2,6
3085,1526,18.2,0,0.12252138525,8,42.9086,4,1985,2,0,0,2,28
3618,1526,18.2,0,0.162306339,8,45.6086,5,1985,1,2,3,2,28
3983,1526,18.2,0,0.163760524,8,45.0086,3,2009,1,2,2,2,4
3323,234,21.35,0,0.068962051,3,261.1278,7,2002,2,1,1,1,11
3661,234,21.35,0,0.069211765,3,258.8278,2,2007,2,1,1,1,6
4068,234,21.35,0,0.068929478,3,259.6278,9,1999,1,0,1,1,14
526,339,6.52,0,0.044598726,3,167.7842,6,2004,2,1,1,1,9
558,339,6.52,0,0.044676513,3,167.6842,9,1999,1,0,1,1,14
1722,339,6.52,0,0.044697626,3,166.5842,7,2002,2,1,1,1,11
2124,339,6.52,0,0.044859477,3,167.0842,2,2007,2,1,1,1,6
2146,339,6.519999999999999,0,0.078101381,3,164.8842,4,1985,2,0,0,1,28
3279,339,6.52,0,0.044788872,3,164.0842,3,2009,1,2,2,1,4
4638,339,6.52,0,0.04457004,3,165.3842,1,1987,0,2,1,1,26
4111,244,11.5,1,0.020552693,4,87.654,1,1987,0,2,1,1,26
2733,278,16.0,0,0.059957799666666665,4,141.9154,6,2004,2,1,1,1,9
2935,278,16.0,0,0.090337797,4,140.3154,3,2009,1,2,2,1,4
3743,278,16.0,0,0.08953560199999999,4,143.8154,5,1985,1,2,3,1,28
1331,1348,6.635,0,0.027124298999999998,9,172.9396,7,2002,2,1,1,2,11
2061,1348,6.635,0,0.027064282999999998,9,176.3396,6,2004,2,1,1,2,9
2859,1348,6.635,0,0.027046875,9,172.5396,1,1987,0,2,1,2,26
2900,1348,6.635,0,0.021669389,9,175.2396,3,2009,1,2,2,2,4
4539,1348,6.635,0,0.027111488,9,172.5396,9,1999,1,0,1,2,14
103,398,6.635,1,0.006326106,0,122.1098,8,1997,2,0,1,1,16
423,398,6.635,1,0.00632491,0,119.1098,6,2004,2,1,1,1,9
4228,398,6.635,1,0.006320841999999999,0,118.9098,1,1987,0,2,1,1,26
2423,1490,18.85,0,0.051802741,8,192.8846,5,1985,1,2,3,2,28
2707,1490,18.85,0,0.052266868,8,191.8846,3,2009,1,2,2,2,4
2854,1490,18.85,0,0.052349262,8,192.0846,2,2007,2,1,1,2,6
4424,1490,18.85,0,0.087129095,8,191.7846,0,1998,2,2,0,2,15
4746,1490,18.85,0,0.052160387999999995,8,190.4846,7,2002,2,1,1,2,11
3383,1096,19.5,0,0.138175481,3,178.1002,0,1998,2,2,0,1,15
190,637,12.5,0,0.031049674,6,101.399,8,1997,2,0,1,1,16
835,637,12.5,0,0.030899314,6,101.999,5,1985,1,2,3,1,28
5024,637,12.5,0,0.031043803,6,101.79899999999999,6,2004,2,1,1,1,9
223,860,11.6,0,0.017741643999999997,3,178.3686,6,2004,2,1,1,1,9
975,860,11.6,0,0.017730232,3,179.6686,1,1987,0,2,1,1,26
1301,860,11.6,0,0.02970149,3,179.3686,0,1998,2,2,0,1,15
1841,515,16.7,1,0.038520942999999995,13,144.6102,6,2004,2,1,1,1,9
485,806,13.65,1,0.013111823,6,113.2834,2,2007,2,1,1,1,6
1954,806,13.65,1,0.013027225,6,116.7834,1,1987,0,2,1,1,26
4987,806,13.65,1,0.013058345,6,116.3834,9,1999,1,0,1,1,14
5297,806,13.65,1,0.013038075,6,116.1834,8,1997,2,0,1,1,16
3129,1248,17.85,0,0.052133440999999996,13,120.6072,1,1987,0,2,1,1,26
5099,1248,17.85,0,0.052282677,13,122.5072,7,2002,2,1,1,1,11
578,195,10.0,0,0.112492619,13,237.55900000000003,0,1998,2,2,0,1,15
1753,195,10.0,0,0.067208123,13,235.55900000000003,8,1997,2,0,1,1,16
3529,195,10.0,0,0.06719541400000001,13,236.859,6,2004,2,1,1,1,9
4277,195,10.0,0,0.06688266400000001,13,235.55900000000003,5,1985,1,2,3,1,28
4444,195,10.0,0,0.06348850233333334,13,235.55900000000003,2,2007,2,1,1,1,6
5390,195,10.0,0,0.067152194,13,237.25900000000001,1,1987,0,2,1,1,26
2040,1402,20.25,0,0.014219927,9,147.4418,6,2004,2,1,1,2,9
2597,1402,20.25,0,0.023805745,9,145.5418,0,1998,2,2,0,2,15
3857,1402,20.25,0,0.014244729,9,146.9418,9,1999,1,0,1,2,14
4748,1402,20.25,0,0.014303066000000001,9,147.6418,2,2007,2,1,1,2,6
1791,441,20.7,0,0.021413299,0,158.2288,1,1987,0,2,1,1,26
2367,441,20.7,0,0.021327352999999997,0,157.8288,5,1985,1,2,3,1,28
4555,441,20.7,0,0.021474597,0,156.9288,7,2002,2,1,1,1,11
5372,441,20.7,0,0.037523149,0,159.1288,4,1985,2,0,0,1,28
447,652,14.15,0,0.034874689,13,242.2828,8,1997,2,0,1,1,16
2447,652,14.15,0,0.03492891,13,244.4828,9,1999,1,0,1,1,14
3805,652,14.15,0,0.035071955,13,243.8828,2,2007,2,1,1,1,6
316,188,9.395,0,0.104338095,13,236.8932,2,2007,2,1,1,1,6
832,188,9.395,0,0.10396164599999999,13,236.0932,7,2002,2,1,1,1,11
2529,188,9.395,0,0.08309221959999999,13,237.6932,3,2009,1,2,2,1,4
3108,188,9.395,0,0.103912541,13,234.2932,9,1999,1,0,1,1,14
3168,188,9.395,0,0.103248816,13,237.3932,5,1985,1,2,3,1,28
119,603,20.35,0,0.054166556,13,116.9466,7,2002,2,1,1,1,11
150,603,20.35,0,0.04960441933333334,13,118.9466,9,1999,1,0,1,1,14
5357,603,20.35,0,0.094646702,13,115.9466,4,1985,2,0,0,1,28
1971,846,6.11,1,0.10283523800000001,6,131.5968,1,1987,0,2,1,1,26
1493,1404,5.175,0,0.030355463,8,35.0874,8,1997,2,0,1,2,16
2748,1404,5.175,0,0.030417023999999997,8,34.0874,7,2002,2,1,1,2,11
4590,1404,5.175,0,0.030402657000000003,8,37.0874,9,1999,1,0,1,2,14
812,1127,6.325,0,0.12537274,5,99.7042,9,1999,1,0,1,1,14
921,1127,6.325,0,0.125073951,5,100.6042,1,1987,0,2,1,1,26
2397,1127,6.325,0,0.12588618,5,101.2042,2,2007,2,1,1,1,6
2862,1127,6.325,0,0.10449049633333334,5,100.4042,0,1998,2,2,0,1,15
4521,1127,6.325,0,0.125431986,5,98.4042,7,2002,2,1,1,1,11
5547,1127,6.325,0,0.125178121,5,97.5042,8,1997,2,0,1,1,16
1615,468,12.35,1,0.016949195,10,199.0426,1,1987,0,2,1,1,26
5209,468,12.35,1,0.03389839,10,196.0426,3,2009,1,2,2,1,4
554,449,18.25,0,0.06049406,15,163.9526,3,2009,1,2,2,1,4
668,449,18.25,0,0.060248632999999996,15,165.2526,8,1997,2,0,1,1,16
1482,449,18.25,0,0.060237241,15,164.9526,6,2004,2,1,1,1,9
1413,86,17.25,0,0.042206477,4,170.2764,1,1987,0,2,1,0,26
3093,86,17.25,0,0.042307304000000004,4,171.1764,9,1999,1,0,1,0,14
4031,86,17.25,0,0.04224163,4,171.0764,8,1997,2,0,1,0,16
3271,245,12.15,0,0.027069736,5,212.3928,4,1985,2,0,0,1,28
4284,245,12.15,0,0.015492081000000001,5,210.3928,7,2002,2,1,1,1,11
520,183,8.05,1,0.165013572,4,113.2518,7,2002,2,1,1,1,11
533,183,8.05,1,0.165611092,4,114.2518,2,2007,2,1,1,1,6
3022,183,8.05,1,0.16493563,4,115.5518,9,1999,1,0,1,1,14
3436,183,8.05,1,0.165350432,4,114.2518,3,2009,1,2,2,1,4
4113,183,8.05,1,0.164648458,4,114.3518,6,2004,2,1,1,1,9
145,1269,8.76,0,0.05015421900000001,8,126.9336,7,2002,2,1,1,2,11
338,1269,8.76,0,0.049810328,8,129.2336,5,1985,1,2,3,2,28
3338,1269,8.76,0,0.050043246,8,126.2336,6,2004,2,1,1,2,9
4814,1269,8.76,0,0.050052711,8,128.4336,8,1997,2,0,1,2,16
5458,1269,8.76,0,0.087635835,8,129.4336,4,1985,2,0,0,2,28
268,800,7.51,0,0.10397443099999999,13,112.1544,9,1999,1,0,1,1,14
5306,800,7.51,0,0.10331031,13,111.2544,5,1985,1,2,3,1,28
94,1478,12.6,0,0.064057374,8,122.1414,1,1987,0,2,1,2,26
